,id,price
950,Z8A917nY,2.78
951,Sr4kq6GO,1.64
952,jxGEFSNi,3.51
953,ahTxxsul,3.41
954,2cQ7VOxR,4.39
955,EIbgOX6o,1.43
956,COuNPsYl,1.9
957,AXqJk2Vm,3.66
958,kZVNCIG6,4.13
959,JRupbECF,2.57
960,gdkHaPMM,2.36
961,cTRceSr5,1.87
962,7VNRJGCM,3.51
963,3l3O0K34,3.14
964,qWfc3nsE,2.39
965,DrT38zx5,3.5
966,8De7uf6s,2.92
967,M9v5a3aN,3.36
968,sRHtjB8t,4.02
969,23nPtTi3,1.71
970,q1b1Vunu,2.06
971,q7vXfk0w,4.14
972,NfK5v6Lr,1.41
973,USTZYPdZ,3.43
974,Sbgn6GJq,1.45
975,1qCmgVik,1.25
976,OfvbWHwO,2.74
977,7IkZISAX,4.26
978,5WHzwGwD,3.9
979,XYrMRyHy,2.54
980,6ViYiamI,2.42
981,0LdHALua,1.71
982,ySGYQNsl,3.82
983,sTmRpVyO,2.81
984,tZ558uri,4.43
985,ipmDxtAo,4.4
986,eG7RzmWn,2.48
987,XZPRWmBZ,2.25
988,Ml1bsFGn,3.14
989,iHFrWLn5,2.95
990,oZXawd1P,3.81
991,MbWHtq0k,2.68
992,ynbu6ImM,2.64
993,mdPVS1f7,4.17
994,quCyQAPP,3.93
995,AisU3iEo,2.85
996,1sqlkmKB,3.91
997,zPGbCcZB,4.4
998,6llyiqQt,3.42
999,dqFUoz3t,1.84
